r030,txt,rate,cc,exchangedate
826,Фунт стерлінгів,8.539988,GBP,21.03.2000
840,Долар США,5.451,USD,21.03.2000
860,Узбецький сум,0.037234,UZS,21.03.2000
960,СПЗ(спец.права запозичення),7.363154,XDR,21.03.2000
974,Бiлоруський рубль,0.00584,BYR,21.03.2000
978,Євро,5.295647,EUR,21.03.2000
985,Злотий,1.32935,PLN,21.03.2000
300,Грецькі драхми,0.0158609,GRD,21.03.2000
372,Ірландські фунти,6.724084,IEP,21.03.2000
620,Португальські ескудо,0.0026415,PTE,21.03.2000
810,Російські рублі,0.192,RUR,21.03.2000
31,Азербайджанський манат,0.0012375,AZM,22.03.2000
36,Австралійський долар,3.31834,AUD,22.03.2000
40,Австрійський шилінг,0.384133,ATS,22.03.2000
56,Бельгійський франк,0.1310312,BEF,22.03.2000
124,Канадський долар,3.706981,CAD,22.03.2000
203,Чеська крона,0.148361,CZK,22.03.2000
208,Данська крона,0.709797,DKK,22.03.2000
233,Крони Естонії,0.337823,EEK,22.03.2000
246,Фінські маpки,0.889005,FIM,22.03.2000
250,Фpанцузський фpанк,0.805813,FRF,22.03.2000
280,Hімецькі маpки,2.702578,DEM,22.03.2000
348,Форинт,0.020527,HUF,22.03.2000
352,Ісландські крони,0.074224,ISK,22.03.2000
380,Італійські ліpи,0.00272988,ITL,22.03.2000
392,Єна,0.0510901,JPY,22.03.2000
398,Теньге,0.038507,KZT,22.03.2000
428,Лати Латвії,9.172896,LVL,22.03.2000
440,Литовські лити,1.362175,LTL,22.03.2000
498,Молдовський лей,0.433124,MDL,22.03.2000
528,Голандські гульдени,2.398584,NLG,22.03.2000
578,Норвезька крона,0.647292,NOK,22.03.2000
702,Сінгапурський долар,3.175233,SGD,22.03.2000
703,Словацькі крони,0.126637,SKK,22.03.2000
724,Іспанскі пессети,0.0317682,ESP,22.03.2000
752,Шведська крона,0.629822,SEK,22.03.2000
756,Швейцарський франк,3.279836,CHF,22.03.2000
792,Турецькі ліри,9.42e-06,TRL,22.03.2000
795,Манати Туркменії,0.00104783,TMM,22.03.2000
826,Фунт стерлінгів,8.558588,GBP,22.03.2000
840,Долар США,5.4487,USD,22.03.2000
860,Узбецький сум,0.037218,UZS,22.03.2000
960,СПЗ(спец.права запозичення),7.303994,XDR,22.03.2000
974,Бiлоруський рубль,0.00584,BYR,22.03.2000
978,Євро,5.285784,EUR,22.03.2000
985,Злотий,1.337597,PLN,22.03.2000
300,Грецькі драхми,0.0158304,GRD,22.03.2000
372,Ірландські фунти,6.711561,IEP,22.03.2000
620,Португальські ескудо,0.0026365,PTE,22.03.2000
810,Російські рублі,0.19199,RUR,22.03.2000
31,Азербайджанський манат,0.00123691,AZM,23.03.2000
36,Австралійський долар,3.306499,AUD,23.03.2000
40,Австрійський шилінг,0.380071,ATS,23.03.2000
56,Бельгійський франк,0.1296456,BEF,23.03.2000
124,Канадський долар,3.707564,CAD,23.03.2000
203,Чеська крона,0.14829,CZK,23.03.2000
208,Данська крона,0.702291,DKK,23.03.2000
233,Крони Естонії,0.334251,EEK,23.03.2000
246,Фінські маpки,0.879604,FIM,23.03.2000
250,Фpанцузський фpанк,0.797292,FRF,23.03.2000
280,Hімецькі маpки,2.674,DEM,23.03.2000
348,Форинт,0.0205173,HUF,23.03.2000
352,Ісландські крони,0.073626,ISK,23.03.2000
380,Італійські ліpи,0.00270101,ITL,23.03.2000
392,Єна,0.0508349,JPY,23.03.2000
398,Теньге,0.038502,KZT,23.03.2000
428,Лати Латвії,9.168519,LVL,23.03.2000
440,Литовські лити,1.361525,LTL,23.03.2000
498,Молдовський лей,0.432477,MDL,23.03.2000
528,Голандські гульдени,2.373221,NLG,23.03.2000
578,Норвезька крона,0.641901,NOK,23.03.2000
702,Сінгапурський долар,3.173718,SGD,23.03.2000
703,Словацькі крони,0.126577,SKK,23.03.2000
724,Іспанскі пессети,0.0314323,ESP,23.03.2000
752,Шведська крона,0.625286,SEK,23.03.2000
756,Швейцарський франк,3.249388,CHF,23.03.2000
792,Турецькі ліри,9.41e-06,TRL,23.03.2000
795,Манати Туркменії,0.00104733,TMM,23.03.2000
826,Фунт стерлінгів,8.538596,GBP,23.03.2000
840,Долар США,5.4461,USD,23.03.2000
860,Узбецький сум,0.0372,UZS,23.03.2000
960,СПЗ(спец.права запозичення),7.24515,XDR,23.03.2000
974,Бiлоруський рубль,0.00583,BYR,23.03.2000
978,Євро,5.22989,EUR,23.03.2000
985,Злотий,1.336958,PLN,23.03.2000
300,Грецькі драхми,0.0156607,GRD,23.03.2000
372,Ірландські фунти,6.64059,IEP,23.03.2000
620,Португальські ескудо,0.0026087,PTE,23.03.2000
810,Російські рублі,0.19203,RUR,23.03.2000
31,Азербайджанський манат,0.00123625,AZM,24.03.2000
36,Австралійський долар,3.291554,AUD,24.03.2000
40,Австрійський шилінг,0.381965,ATS,24.03.2000
56,Бельгійський франк,0.1302917,BEF,24.03.2000
124,Канадський долар,3.700594,CAD,24.03.2000
203,Чеська крона,0.148211,CZK,24.03.2000
208,Данська крона,0.705791,DKK,24.03.2000
233,Крони Естонії,0.335917,EEK,24.03.2000
246,Фінські маpки,0.883988,FIM,24.03.2000
250,Фpанцузський фpанк,0.801265,FRF,24.03.2000
280,Hімецькі маpки,2.687327,DEM,24.03.2000
348,Форинт,0.0205063,HUF,24.03.2000
352,Ісландські крони,0.073716,ISK,24.03.2000
380,Італійські ліpи,0.00271447,ITL,24.03.2000
392,Єна,0.0505964,JPY,24.03.2000
398,Теньге,0.038481,KZT,24.03.2000
428,Лати Латвії,9.163636,LVL,24.03.2000
440,Литовські лити,1.3608,LTL,24.03.2000
498,Молдовський лей,0.431733,MDL,24.03.2000
528,Голандські гульдени,2.385048,NLG,24.03.2000
578,Норвезька крона,0.648403,NOK,24.03.2000
702,Сінгапурський долар,3.172028,SGD,24.03.2000
703,Словацькі крони,0.12651,SKK,24.03.2000
724,Іспанскі пессети,0.0315889,ESP,24.03.2000
752,Шведська крона,0.627764,SEK,24.03.2000
756,Швейцарський франк,3.275758,CHF,24.03.2000
792,Турецькі ліри,9.41e-06,TRL,24.03.2000
795,Манати Туркменії,0.00104677,TMM,24.03.2000
826,Фунт стерлінгів,8.610672,GBP,24.03.2000
840,Долар США,5.4432,USD,24.03.2000
860,Узбецький сум,0.03718,UZS,24.03.2000
960,СПЗ(спец.права запозичення),7.326495,XDR,24.03.2000
974,Бiлоруський рубль,0.00583,BYR,24.03.2000
978,Євро,5.255954,EUR,24.03.2000
985,Злотий,1.336246,PLN,24.03.2000
300,Грецькі драхми,0.015727,GRD,24.03.2000
372,Ірландські фунти,6.673685,IEP,24.03.2000
620,Португальські ескудо,0.0026217,PTE,24.03.2000
810,Російські рублі,0.19207,RUR,24.03.2000
31,Азербайджанський манат,0.00123448,AZM,25.03.2000
36,Австралійський долар,3.299276,AUD,25.03.2000
40,Австрійський шилінг,0.383748,ATS,25.03.2000
56,Бельгійський франк,0.1309,BEF,25.03.2000
124,Канадський долар,3.708731,CAD,25.03.2000
203,Чеська крона,0.147999,CZK,25.03.2000
208,Данська крона,0.709086,DKK,25.03.2000
233,Крони Естонії,0.337485,EEK,25.03.2000
246,Фінські маpки,0.888115,FIM,25.03.2000
250,Фpанцузський фpанк,0.805006,FRF,25.03.2000
280,Hімецькі маpки,2.699872,DEM,25.03.2000
348,Форинт,0.0204769,HUF,25.03.2000
352,Ісландські крони,0.073924,ISK,25.03.2000
380,Італійські ліpи,0.00272715,ITL,25.03.2000
392,Єна,0.0507301,JPY,25.03.2000
398,Теньге,0.038426,KZT,25.03.2000
428,Лати Латвії,9.150505,LVL,25.03.2000
440,Литовські лити,1.35885,LTL,25.03.2000
498,Молдовський лей,0.431114,MDL,25.03.2000
528,Голандські гульдени,2.396182,NLG,25.03.2000
578,Норвезька крона,0.649507,NOK,25.03.2000
702,Сінгапурський долар,3.167483,SGD,25.03.2000
703,Словацькі крони,0.126328,SKK,25.03.2000
724,Іспанскі пессети,0.0317364,ESP,25.03.2000
752,Шведська крона,0.630506,SEK,25.03.2000
756,Швейцарський франк,3.313561,CHF,25.03.2000
792,Турецькі ліри,9.39e-06,TRL,25.03.2000
795,Манати Туркменії,0.00104527,TMM,25.03.2000
826,Фунт стерлінгів,8.635308,GBP,25.03.2000
840,Долар США,5.4354,USD,25.03.2000
860,Узбецький сум,0.037127,UZS,25.03.2000
960,СПЗ(спец.права запозичення),7.323935,XDR,25.03.2000
974,Бiлоруський рубль,0.00577,BYR,25.03.2000
978,Євро,5.280491,EUR,25.03.2000
985,Злотий,1.334332,PLN,25.03.2000
300,Грецькі драхми,0.0158004,GRD,25.03.2000
372,Ірландські фунти,6.704841,IEP,25.03.2000
620,Португальські ескудо,0.0026339,PTE,25.03.2000
810,Російські рублі,0.19186,RUR,25.03.2000
31,Азербайджанський манат,0.00123448,AZM,26.03.2000
36,Австралійський долар,3.299276,AUD,26.03.2000
40,Австрійський шилінг,0.383748,ATS,26.03.2000
56,Бельгійський франк,0.1309,BEF,26.03.2000
124,Канадський долар,3.708731,CAD,26.03.2000
203,Чеська крона,0.147999,CZK,26.03.2000
208,Данська крона,0.709086,DKK,26.03.2000
233,Крони Естонії,0.337485,EEK,26.03.2000
246,Фінські маpки,0.888115,FIM,26.03.2000
250,Фpанцузський фpанк,0.805006,FRF,26.03.2000
280,Hімецькі маpки,2.699872,DEM,26.03.2000
348,Форинт,0.0204769,HUF,26.03.2000
352,Ісландські крони,0.073924,ISK,26.03.2000
380,Італійські ліpи,0.00272715,ITL,26.03.2000
392,Єна,0.0507301,JPY,26.03.2000
398,Теньге,0.038426,KZT,26.03.2000
428,Лати Латвії,9.150505,LVL,26.03.2000
440,Литовські лити,1.35885,LTL,26.03.2000
498,Молдовський лей,0.431114,MDL,26.03.2000
528,Голандські гульдени,2.396182,NLG,26.03.2000
578,Норвезька крона,0.649507,NOK,26.03.2000
702,Сінгапурський долар,3.167483,SGD,26.03.2000
703,Словацькі крони,0.126328,SKK,26.03.2000
724,Іспанскі пессети,0.0317364,ESP,26.03.2000
752,Шведська крона,0.630506,SEK,26.03.2000
756,Швейцарський франк,3.313561,CHF,26.03.2000
792,Турецькі ліри,9.39e-06,TRL,26.03.2000
795,Манати Туркменії,0.00104527,TMM,26.03.2000
826,Фунт стерлінгів,8.635308,GBP,26.03.2000
840,Долар США,5.4354,USD,26.03.2000
860,Узбецький сум,0.037127,UZS,26.03.2000
960,СПЗ(спец.права запозичення),7.323935,XDR,26.03.2000
974,Бiлоруський рубль,0.00577,BYR,26.03.2000
978,Євро,5.280491,EUR,26.03.2000
985,Злотий,1.334332,PLN,26.03.2000
300,Грецькі драхми,0.0158004,GRD,26.03.2000
372,Ірландські фунти,6.704841,IEP,26.03.2000
620,Португальські ескудо,0.0026339,PTE,26.03.2000
810,Російські рублі,0.19186,RUR,26.03.2000
31,Азербайджанський манат,0.00123448,AZM,27.03.2000
36,Австралійський долар,3.299276,AUD,27.03.2000
40,Австрійський шилінг,0.383748,ATS,27.03.2000
56,Бельгійський франк,0.1309,BEF,27.03.2000
124,Канадський долар,3.708731,CAD,27.03.2000
203,Чеська крона,0.147999,CZK,27.03.2000
208,Данська крона,0.709086,DKK,27.03.2000
233,Крони Естонії,0.337485,EEK,27.03.2000
246,Фінські маpки,0.888115,FIM,27.03.2000
250,Фpанцузський фpанк,0.805006,FRF,27.03.2000
280,Hімецькі маpки,2.699872,DEM,27.03.2000
348,Форинт,0.0204769,HUF,27.03.2000
352,Ісландські крони,0.073924,ISK,27.03.2000
380,Італійські ліpи,0.00272715,ITL,27.03.2000
392,Єна,0.0507301,JPY,27.03.2000
398,Теньге,0.038426,KZT,27.03.2000
428,Лати Латвії,9.150505,LVL,27.03.2000
440,Литовські лити,1.35885,LTL,27.03.2000
498,Молдовський лей,0.431114,MDL,27.03.2000
528,Голандські гульдени,2.396182,NLG,27.03.2000
578,Норвезька крона,0.649507,NOK,27.03.2000
702,Сінгапурський долар,3.167483,SGD,27.03.2000
703,Словацькі крони,0.126328,SKK,27.03.2000
724,Іспанскі пессети,0.0317364,ESP,27.03.2000
752,Шведська крона,0.630506,SEK,27.03.2000
756,Швейцарський франк,3.313561,CHF,27.03.2000
792,Турецькі ліри,9.39e-06,TRL,27.03.2000
795,Манати Туркменії,0.00104527,TMM,27.03.2000
826,Фунт стерлінгів,8.635308,GBP,27.03.2000
840,Долар США,5.4354,USD,27.03.2000
860,Узбецький сум,0.037127,UZS,27.03.2000
960,СПЗ(спец.права запозичення),7.323935,XDR,27.03.2000
974,Бiлоруський рубль,0.00577,BYR,27.03.2000
978,Євро,5.280491,EUR,27.03.2000
985,Злотий,1.334332,PLN,27.03.2000
300,Грецькі драхми,0.0158004,GRD,27.03.2000
372,Ірландські фунти,6.704841,IEP,27.03.2000
620,Португальські ескудо,0.0026339,PTE,27.03.2000
810,Російські рублі,0.19186,RUR,27.03.2000
31,Азербайджанський манат,0.00123339,AZM,28.03.2000
36,Австралійський долар,3.334302,AUD,28.03.2000
40,Австрійський шилінг,0.383291,ATS,28.03.2000
56,Бельгійський франк,0.130744,BEF,28.03.2000
124,Канадський долар,3.712394,CAD,28.03.2000
203,Чеська крона,0.147868,CZK,28.03.2000
